,Size of filter(bits),Ideal FPR,Standard Filter Total Creation Time(sec),Average Standard Filter Total Creation Time(sec),Projection FPR for iteration,Average Projection FPR,Projection Filter Total Creation Time(sec),Average Projection Filter Total Creation Time(sec)
202,2030,0.002732954809084855,0.010739855000792886,0.016200268200191204,0.014492753623188406,0.011594202898550725,0.5429475430000821,0.4903923339998073
203,2040,0.002657665145443903,0.007343096999647969,0.019038144200021635,0.014492753623188406,0.011594202898550725,0.835060956000234,0.5375623836001978
204,2050,0.002584676444122397,0.004003029000159586,0.007551043199964624,0.0,0.005797101449275362,0.6479251220007427,0.47867087760005234
205,2060,0.0025139117643919393,0.014143794999654347,0.007802112599893008,0.0,0.011594202898550725,0.5560866420000821,0.48396179519986615
206,2070,0.0024452969473894755,0.057752659000470885,0.015952675600237852,0.0,0.017391304347826087,0.5181615629999214,0.5751997979996304
207,2080,0.0023787605085127616,0.008939907000240055,0.006811140800164139,0.0,0.002898550724637681,0.4146401980005976,0.4364144791999934
208,2090,0.0023142335342321895,0.0277675180004735,0.009862919400075044,0.014492753623188406,0.011594202898550725,0.32634791300006327,0.44342434800000774
209,2100,0.002251649583105619,0.006705947999762429,0.009839085400017211,0.014492753623188406,0.002898550724637681,0.29419021099965903,0.5858715876001952
210,2110,0.0021909445908361753,0.005708384000172373,0.005881584400049178,0.0,0.008695652173913044,0.3960916679998263,0.5145712543999252
211,2120,0.0021320567792177496,0.004449558000487741,0.015385064800102554,0.014492753623188406,0.008695652173913044,0.4655924959997719,0.5285176375999072
212,2130,0.0020749265687296133,0.009770268000465876,0.00798931339959381,0.014492753623188406,0.014492753623188406,0.40981219399964175,0.4759719394000058
213,2140,0.002019496494735462,0.003969844000494049,0.005919213000015589,0.014492753623188406,0.008695652173913044,0.20008889699965948,0.2797780243998204
214,2150,0.001913212825629494,0.010182501000599586,0.00965409360051126,0.028985507246376812,0.008695652173913044,0.19437663000007888,0.2629482422000365
215,2160,0.001858493483081909,0.005079833999843686,0.006233922800129221,0.0,0.008695652173913044,0.22241989899976033,0.33885383179986095
216,2170,0.001805488641717185,0.004281243999685103,0.007257719799963524,0.0,0.02028985507246377,0.20088171299994428,0.4107546078001178
217,2180,0.0017541401226630578,0.00404145900029107,0.0047020856000017375,0.0,0.002898550724637681,0.2790142219992049,0.29163054459968407
218,2190,0.0017043918635509213,0.008053069999732543,0.015801021399965975,0.014492753623188406,0.002898550724637681,0.394121561999782,0.41528996799988815
219,2200,0.0016561898367390068,0.017216461999851163,0.009846235999793862,0.014492753623188406,0.011594202898550725,0.36332829000002675,0.3854301759998634
220,2210,0.0016094819708662304,0.003691486000207078,0.008580202799930704,0.014492753623188406,0.005797101449275362,0.28477836399997614,0.41016295199988234
221,2220,0.0015642180755873624,0.006273916000282043,0.007004931200026476,0.0,0.002898550724637681,0.7230342470002142,0.5179920716000197
222,2230,0.0015203497693523414,0.011279846999968868,0.00563849019981717,0.0,0.011594202898550725,0.45090687700030685,0.40870361000033884
223,2240,0.0014778304101082885,0.0046765779998168,0.006907044199942902,0.0,0.011594202898550725,0.21926315200016688,0.3965982339999755
224,2250,0.0014366150288046935,0.0037415599999803817,0.0046348326000952515,0.0,0.002898550724637681,0.1971272119999412,0.3844161040000472
225,2260,0.0013966602655713163,0.0035017800000787247,0.006126143199981016,0.0,0.002898550724637681,0.18987878100051603,0.550282772600076
226,2270,0.0013579243084652025,0.004403281000122661,0.00970579099994211,0.0,0.005797101449275362,0.17899097200006509,0.5256989788000282
227,2280,0.0013203668346672623,0.004012071999568434,0.0051825023998389955,0.028985507246376812,0.017391304347826087,0.24876681200021267,0.48256942839998374
228,2290,0.0012839489540615358,0.009648583999478433,0.030670730999736405,0.0,0.0,0.21112684200033982,0.45134452559996135
229,2300,0.0012486331550283153,0.004006319999461994,0.006849616399813385,0.014492753623188406,0.005797101449275362,0.23060744800022803,0.47836407060003694
230,2310,0.0012143832524443574,0.004691635000199312,0.00711024140000518,0.028985507246376812,0.008695652173913044,0.19167789299990545,0.4328911607999544
231,2320,0.0011811643377241164,0.0039588779991390766,0.02480891659997724,0.0,0.0,0.20551674899979844,0.4612464240000918
232,2330,0.0011489427308633937,0.006247049999728915,0.006399603600038972,0.014492753623188406,0.005797101449275362,0.2201372010003979,0.38603636140014713
233,2340,0.001117685934373322,0.003546879000168701,0.004292823399919143,0.0,0.0,0.18161526899984892,0.25923762659986094
234,2350,0.0010873625890541116,0.004297131999919657,0.005583465000381693,0.0,0.0,0.21687698499954422,0.350831093600209
235,2360,0.001057942431504692,0.003745039000023098,0.015740848199857282,0.0,0.008695652173913044,0.17707329600034427,0.33031608520013833
236,2370,0.0010293962533090282,0.003354381000463036,0.012064328000087698,0.0,0.002898550724637681,0.18867644100009784,0.4145319421999375
237,2380,0.0010016958618374874,0.0036390550003488897,0.006643447400165314,0.0,0.002898550724637681,0.2538841900004627,0.3986595558000772
238,2390,0.0009511846376870503,0.0069390859998748056,0.006098409199694288,0.0,0.0,0.2439982180003426,0.32280281860003013
239,2400,0.0009239842524364185,0.008095348000097147,0.007885959199848002,0.0,0.002898550724637681,0.21437115600019752,0.5319424052002433
240,2410,0.0008976285847303812,0.004683965999902284,0.010833834000186471,0.0,0.0,0.29001411300032487,0.3950381173997812
241,2420,0.000872089414931711,0.004229623999890464,0.006824523400064208,0.0,0.002898550724637681,0.22717580100015766,0.3584391706001043
242,2430,0.0008473395289848026,0.005479337999531708,0.007062540199876821,0.0,0.002898550724637681,0.5406254930003342,0.4832439218000218
243,2440,0.0008233526804871794,0.0055698299993309774,0.007713382999827445,0.0,0.002898550724637681,0.24730551599986939,0.3382777515998896
244,2450,0.0008001035542769824,0.008306097000058799,0.00677182100025675,0.0,0.005797101449275362,0.38624341300055676,0.37817664480007807
245,2460,0.0007775677314460363,0.03028564899977937,0.013601922599991666,0.0,0.002898550724637681,0.5104643759996179,0.37934675740034435
246,2470,0.0007557216557466651,0.014503471000352874,0.009326061999854574,0.0,0.005797101449275362,0.5360035060002701,0.4919180917999256
247,2480,0.0007345426013097111,0.006239674000426021,0.005780224400041334,0.0,0.005797101449275362,0.3920264299995324,0.3667921213998852
248,2490,0.0007140086416454727,0.014174994999848423,0.007736795200071356,0.0,0.002898550724637681,0.38564749600027426,0.3052788012002566
249,2500,0.0006940986198452389,0.008756440000070143,0.005472776800161228,0.0,0.0,0.3308529959995212,0.39365408860012396
250,2510,0.0006747921199724915,0.006784676000279433,0.008837014799973985,0.0,0.0,0.21193360699999175,0.42509381100007887
251,2520,0.0006560694395500991,0.009502352000708925,0.012398126000152842,0.014492753623188406,0.005797101449275362,0.2768281210001078,0.3388797657999021
252,2530,0.0006379115631360675,0.006566642000507272,0.010025590200166334,0.0,0.002898550724637681,0.24478922599973885,0.3892214035999132
253,2540,0.0006203001369273122,0.007923207999738224,0.006939715199769126,0.0,0.0,0.20848763499998313,0.5020788582001842
254,2550,0.0006032174443501552,0.0036311249996288097,0.009933543799706967,0.0,0.002898550724637681,0.19417616500049917,0.5148742462002701
255,2560,0.0005866463825955384,0.004343108000284701,0.007039100599831727,0.0,0.0,0.49618831600037083,0.4856215269999666
256,2570,0.000570570440070569,0.013555329999690002,0.007920013399962044,0.0,0.002898550724637681,0.9780923199996323,0.6242433557999902
257,2580,0.0005549736747174541,0.011147695000545355,0.00793062220000138,0.0,0.0,0.9563328590002129,0.7456868452001799
258,2590,0.0005398406931711343,0.006783388000258128,0.006834784999773547,0.0,0.002898550724637681,0.8389238739991924,0.827087001000109
259,2600,0.0005251566307229268,0.013852097999915713,0.014402092999807792,0.0,0.005797101449275362,1.2872492750002493,0.6908446570001615
260,2610,0.0005109071320512813,0.010583596000287798,0.011980993799988937,0.0,0.002898550724637681,0.6576551139996809,0.4841990877997887
261,2620,0.00048684968581531337,0.0038511639995704172,0.005647667799894407,0.0,0.002898550724637681,0.25216280900076526,0.44642556500020875
262,2630,0.0004728971907813567,0.006639848000304482,0.010554272000263154,0.0,0.002898550724637681,0.2581703910000215,0.43679208459998337
263,2640,0.00045937578467028603,0.0043160010000065085,0.006746560600004159,0.0,0.0,0.23564313800034142,0.4436639235998882
264,2650,0.0004462712222711121,0.004293879000215384,0.0060202909999134135,0.0,0.0,0.5705045150007209,0.42661682220023067
265,2660,0.0004335697582105611,0.019597318000705855,0.02363027619994682,0.014492753623188406,0.005797101449275362,0.6099755420000292,0.529464851800185
266,2670,0.0004212581284593384,0.030441586999586434,0.022771045799890997,0.0,0.002898550724637681,0.9986356260005778,0.5826679332001732
267,2680,0.0004093235325447544,0.028584824000063236,0.010570508399905521,0.0,0.002898550724637681,1.399010866000026,0.6581558326000959
268,2690,0.00039775361646281605,0.007923993000076734,0.04390915339990897,0.0,0.0,0.42438367399972776,0.38182546780008125
269,2700,0.0003865364562425543,0.007082654999976512,0.008203895200313126,0.0,0.002898550724637681,0.5022330820002026,0.4170319652002945
270,2710,0.0003756605421523437,0.0077635120005652425,0.0066711264002151435,0.014492753623188406,0.008695652173913044,1.1530833790002362,0.6562055212001724
271,2720,0.0003651147635070979,0.01029987399942911,0.02045725739972113,0.0,0.0,1.0344761579999613,0.6423218915999314
272,2730,0.00035488839406493285,0.016131862999827717,0.013878712999758135,0.0,0.0,0.599942574999659,0.5602492285997869
273,2740,0.00034497107798268163,0.020756668000103673,0.014157270600117044,0.0,0.002898550724637681,0.5765481670005101,0.5469443218002198
274,2750,0.0003353528163082244,0.0042009360004158225,0.030869057000018074,0.0,0.0,0.38646099000015965,0.6901029861999632
275,2760,0.00032602395399469237,0.014948802000617434,0.02037800120015163,0.0,0.0,0.9774570699992182,0.6249817433998033
276,2770,0.0003169751674038548,0.00876505799988081,0.005770734799989441,0.014492753623188406,0.005797101449275362,1.4212457619996712,0.9735247621998496
277,2780,0.0003081974522904932,0.009139159999904223,0.009632498599603422,0.0,0.0,1.598752780999348,0.7803129413998249
278,2790,0.0002996821122445771,0.013091813000755792,0.00960996600024373,0.014492753623188406,0.005797101449275362,1.2647052600004827,0.6285730260000492
279,2800,0.00029142074756956883,0.009776706000593549,0.012217704400427465,0.0,0.0,0.7207756359994164,0.5513007763995119
280,2810,0.00028340524458485527,0.03787235400068312,0.014764640200155554,0.0,0.0,0.77892220800004,0.6202846126001532
281,2820,0.0002756277653332962,0.015646910999748798,0.008501894600158266,0.0,0.002898550724637681,0.49965050400078326,0.539589670800342
282,2830,0.00026808073767665324,0.01504715800001577,0.01162653399987903,0.0,0.002898550724637681,0.7635449279996465,0.6552158115999192
283,2840,0.0002607568457663685,0.008995594999760215,0.0082043700000213,0.014492753623188406,0.002898550724637681,0.4451749190002374,0.5541563611999664
284,2850,0.0002536490208703777,0.006094896000831795,0.008080504200188443,0.0,0.0,0.32177474800027994,0.5754924556000333
285,2860,0.00024204340425893075,0.007760265000797517,0.011387784799990187,0.0,0.002898550724637681,0.3672664879995864,0.5760846942001081
286,2870,0.00023510881506596653,0.00828999900022609,0.011590180199709721,0.014492753623188406,0.002898550724637681,0.3999901589995716,0.5516975009999442
287,2880,0.0002283871306301698,0.02634488900002907,0.015349001600225166,0.0,0.0,0.40609757600032026,0.7456263184001728
288,2890,0.0002218713938241411,0.005406299000242143,0.015861045400015428,0.0,0.0,0.35583228999985295,0.5961475948000953
289,2900,0.000215554887998107,0.013361781999265077,0.011221440600093047,0.0,0.0,0.35720628299986856,0.6417118746001507
290,2910,0.0002094311282336525,0.006483709999884013,0.01549386759979825,0.0,0.0,0.6502775470007691,0.6359650671998679
291,2920,0.00020349385293659251,0.01090760599981877,0.010938903000169375,0.0,0.002898550724637681,0.45869156699973246,0.6707627450001382
292,2930,0.00019773701574562745,0.007512508000218077,0.014628856599847495,0.0,0.0,0.2984985559996858,0.5702179458001411
293,2940,0.0001921547777500394,0.009713958000247658,0.008871593199910422,0.014492753623188406,0.002898550724637681,0.29170512600012444,0.625390840000182
294,2950,0.00018674149999988194,0.009000543999718502,0.014844811399780156,0.0,0.002898550724637681,0.5391754690008383,0.6221519556002022
295,2960,0.0001814917362994387,0.004465043999516638,0.012700669999685488,0.0,0.0,0.36037788199973875,0.818905313599862
296,2970,0.00017640022627428453,0.0065743689992814325,0.00996768799959682,0.0,0.0,0.41152974600026937,0.6813979304000896
297,2980,0.0001714618886972035,0.009105439000450133,0.022997209599998313,0.0,0.0,0.5150086500007092,0.6255958497999018
298,2990,0.00016667181506450646,0.013638713000545977,0.013955858800181886,0.0,0.0,0.4049793909998698,0.5985382616001516
299,3000,0.00016202526341855457,0.008946766999542888,0.0283810769997217,0.0,0.0,0.4091475019995414,0.6452934689998073
